gene_symbol,GO_term
DLG1,cell projection membrane
DLG1,cell-cell adhesion
DLG1,cell-cell adhesion
DLG1,cell-cell junction
DLG1,cellular protein-containing complex localization
DLG1,chemical synaptic transmission
DLG1,cortical actin cytoskeleton organization
DLG1,cortical microtubule organization
DLG1,cytoplasm
DLG1,cytoplasmic side of plasma membrane
DLG1,cytoskeletal protein binding
DLG1,cytosol
DLG1,embryo development
DLG1,embryonic skeletal system morphogenesis
DLG1,endoplasmic reticulum
DLG1,endoplasmic reticulum membrane
DLG1,endothelial cell proliferation
DLG1,establishment of centrosome localization
DLG1,establishment or maintenance of cell polarity
DLG1,establishment or maintenance of epithelial cell apical/basal polarity
DLG1,extracellular exosome
DLG1,glutamatergic synapse
DLG1,guanylate kinase activity
DLG1,hard palate development
DLG1,immunological synapse
DLG1,immunological synapse
DLG1,immunological synapse formation
DLG1,intercalated disc
DLG1,ion channel binding
DLG1,ionotropic glutamate receptor complex
DLG1,lateral loop
DLG1,lateral plasma membrane
DLG1,lens development in camera-type eye
DLG1,maintenance of postsynaptic density structure
DLG1,membrane raft
DLG1,membrane raft organization
DLG1,microtubule
DLG1,mitogen-activated protein kinase kinase binding
DLG1,mitotic cell cycle checkpoint
DLG1,molecular adaptor activity
DLG1,myelin sheath abaxonal region
DLG1,negative regulation of ERK1 and ERK2 cascade
DLG1,negative regulation of T cell proliferation
DLG1,negative regulation of epithelial cell proliferation
DLG1,negative regulation of mitotic cell cycle
DLG1,negative regulation of p38MAPK cascade
DLG1,negative regulation of protein kinase B signaling
DLG1,negative regulation of transcription by RNA polymerase II
DLG1,neuromuscular junction
DLG1,neuron projection
DLG1,neurotransmitter receptor localization to postsynaptic specialization membrane
DLG1,node of Ranvier
DLG1,nucleus
DLG1,perinuclear region of cytoplasm
DLG1,peristalsis
DLG1,phosphatase binding
DLG1,phosphoprotein phosphatase activity
DLG1,plasma membrane
DLG1,positive regulation of actin filament polymerization
DLG1,positive regulation of cell population proliferation
DLG1,positive regulation of potassium ion transport
DLG1,positive regulation of protein localization to plasma membrane
DLG1,postsynaptic density membrane
DLG1,potassium channel regulator activity
DLG1,potassium channel regulator activity
DLG1,potassium channel regulator activity
DLG1,protein C-terminus binding
DLG1,protein binding
DLG1,protein dephosphorylation
DLG1,protein kinase binding
DLG1,protein localization to plasma membrane
DLG1,protein localization to plasma membrane
DLG1,receptor clustering
DLG1,receptor localization to synapse
DLG1,regulation of NIK/NF-kappaB signaling
DLG1,regulation of NMDA receptor activity
DLG1,regulation of cell shape
DLG1,regulation of membrane potential
DLG1,regulation of myelination
DLG1,regulation of potassium ion export across plasma membrane
DLG1,regulation of potassium ion import
DLG1,regulation of protein localization to synapse
DLG1,regulation of sodium ion transmembrane transport
DLG1,regulation of ventricular cardiac muscle cell action potential
DLG1,regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization
DLG1,reproductive structure development
DLG1,sarcolemma
DLG1,smooth muscle tissue development
DLG1,structural constituent of postsynaptic density
DLG1,synaptic membrane
DLG1,viral process
DLG2,GDP metabolic process
DLG2,GMP metabolic process
DLG2,MAPK cascade
DLG2,anterograde axonal protein transport
DLG2,axon cytoplasm
DLG2,basolateral plasma membrane
DLG2,cell junction
DLG2,cell-cell adhesion
DLG2,cellular response to potassium ion
DLG2,chemical synaptic transmission
DLG2,cytosol
DLG2,embryo development
DLG2,establishment or maintenance of epithelial cell apical/basal polarity
DLG2,glutamatergic synapse
DLG2,guanylate kinase activity
DLG2,ionotropic glutamate receptor complex
DLG2,juxtaparanode region of axon
DLG2,kinase binding
DLG2,maintenance of postsynaptic density structure
DLG2,membrane
DLG2,negative regulation of phosphatase activity
DLG2,neuromuscular junction
DLG2,neuron projection
DLG2,perikaryon
DLG2,plasma membrane
DLG2,postsynaptic density
DLG2,postsynaptic density membrane
DLG2,protein binding
DLG2,receptor clustering
DLG2,receptor localization to synapse
DLG2,regulation of NMDA receptor activity
DLG2,retrograde axonal protein transport
DLG2,sensory perception of pain
DLG2,structural constituent of postsynaptic density
DLG2,synaptic vesicle membrane
DLG2,voltage-gated potassium channel complex
DLG4,AMPA glutamate receptor clustering
DLG4,AMPA glutamate receptor clustering
DLG4,AMPA glutamate receptor clustering
DLG4,AMPA glutamate receptor complex
DLG4,D1 dopamine receptor binding
DLG4,MAPK cascade
DLG4,P2Y1 nucleotide receptor binding
DLG4,PDZ domain binding
DLG4,acetylcholine receptor binding
DLG4,beta-1 adrenergic receptor binding
DLG4,cell junction
DLG4,cell junction
DLG4,cell-cell adhesion
DLG4,cellular response to potassium ion
DLG4,cerebellar mossy fiber
DLG4,chemical synaptic transmission
DLG4,cortical cytoskeleton
DLG4,cytoplasm
DLG4,cytosol
DLG4,dendrite cytoplasm
DLG4,dendritic spine
DLG4,dendritic spine morphogenesis
DLG4,endocytic vesicle membrane
DLG4,endoplasmic reticulum
DLG4,establishment of protein localization
DLG4,excitatory synapse
DLG4,extrinsic component of cytoplasmic side of plasma membrane
DLG4,glutamatergic synapse
DLG4,ionotropic glutamate receptor binding
DLG4,ionotropic glutamate receptor complex
DLG4,ionotropic glutamate receptor complex
DLG4,juxtaparanode region of axon
DLG4,kinase binding
DLG4,learning
DLG4,locomotory exploration behavior
DLG4,negative regulation of receptor internalization
DLG4,nervous system development
DLG4,neuroligin family protein binding
DLG4,neuromuscular junction
DLG4,neuromuscular process controlling balance
DLG4,neuron projection
DLG4,neuron projection terminus
DLG4,neuron spine
DLG4,plasma membrane
DLG4,plasma membrane
DLG4,positive regulation of cytosolic calcium ion concentration
DLG4,positive regulation of excitatory postsynaptic potential
DLG4,positive regulation of neuron projection arborization
DLG4,positive regulation of protein tyrosine kinase activity
DLG4,positive regulation of protein tyrosine kinase activity
DLG4,positive regulation of synaptic transmission
DLG4,postsynaptic density
DLG4,postsynaptic density membrane
DLG4,postsynaptic membrane
DLG4,postsynaptic neurotransmitter receptor diffusion trapping
DLG4,protein C-terminus binding
DLG4,protein binding
DLG4,protein localization to synapse
DLG4,protein phosphatase binding
DLG4,protein-containing complex assembly
DLG4,protein-containing complex binding
DLG4,receptor clustering
DLG4,receptor localization to synapse
DLG4,receptor localization to synapse
DLG4,regulation of NMDA receptor activity
DLG4,regulation of NMDA receptor activity
DLG4,regulation of grooming behavior
DLG4,regulation of long-term neuronal synaptic plasticity
DLG4,scaffold protein binding
DLG4,signal transduction
DLG4,social behavior
DLG4,synapse
DLG4,synaptic membrane
DLG4,synaptic vesicle
DLG4,synaptic vesicle maturation
DLG4,vocalization behavior
DLG4,voltage-gated potassium channel complex
DLGAP1,cellular_component
DLGAP1,chemical synaptic transmission
DLGAP1,glutamatergic synapse
DLGAP1,molecular adaptor activity
DLGAP1,plasma membrane
DLGAP1,postsynaptic density
DLGAP1,postsynaptic specialization
DLGAP1,protein binding
DLGAP1,protein-containing complex binding
DLGAP1,regulation of postsynaptic neurotransmitter receptor activity
DLGAP2,glutamatergic synapse
DLGAP2,molecular adaptor activity
DLGAP2,neurofilament
DLGAP2,neuron-neuron synaptic transmission
DLGAP2,plasma membrane
DLGAP2,postsynaptic density
DLGAP2,postsynaptic specialization
DLGAP2,protein binding
DLGAP2,regulation of postsynaptic neurotransmitter receptor activity
DLGAP3,amyloid-beta binding
DLGAP3,cholinergic synapse
DLGAP3,glutamatergic synapse
DLGAP3,molecular adaptor activity
DLGAP3,neuromuscular junction
DLGAP3,plasma membrane
DLGAP3,postsynaptic density
DLGAP3,postsynaptic specialization
DLGAP3,protein binding
DLGAP3,regulation of postsynaptic neurotransmitter receptor activity
DLGAP3,signaling
DLL1,Notch binding
DLL1,Notch binding
DLL1,Notch signaling pathway
DLL1,Notch signaling pathway
DLL1,Notch signaling pathway
DLL1,Notch signaling pathway
DLL1,Notch signaling pathway involved in arterial endothelial cell fate commitment
DLL1,Tat protein binding
DLL1,adherens junction
DLL1,apical plasma membrane
DLL1,astrocyte development
DLL1,calcium ion binding
DLL1,cell differentiation
DLL1,cell fate determination
DLL1,cerebellar Purkinje cell layer structural organization
DLL1,cerebellar molecular layer formation
DLL1,clathrin-dependent endocytosis
DLL1,compartment pattern specification
DLL1,cytoplasmic vesicle
DLL1,determination of left/right symmetry
DLL1,endothelial tip cell fate specification
DLL1,energy homeostasis
DLL1,extracellular region
DLL1,heart looping
DLL1,hemopoiesis
DLL1,inner ear development
DLL1,integral component of plasma membrane
DLL1,lateral inhibition
DLL1,left/right axis specification
DLL1,loop of Henle development
DLL1,marginal zone B cell differentiation
DLL1,membrane raft
DLL1,negative regulation of Notch signaling pathway
DLL1,negative regulation of cardiac muscle cell differentiation
DLL1,negative regulation of cell differentiation
DLL1,negative regulation of cell population proliferation
DLL1,negative regulation of epidermal cell differentiation
DLL1,negative regulation of epithelial cell differentiation
DLL1,negative regulation of glial cell apoptotic process
DLL1,negative regulation of inner ear auditory receptor cell differentiation
DLL1,negative regulation of interleukin-10 production
DLL1,negative regulation of myeloid cell differentiation
DLL1,negative regulation of myoblast differentiation
DLL1,negative regulation of neuron differentiation
DLL1,nephron development
DLL1,neuron fate specification
DLL1,neuronal stem cell population maintenance
DLL1,neuronal stem cell population maintenance
DLL1,organ growth
DLL1,plasma membrane
DLL1,plasma membrane
DLL1,positive regulation of Notch signaling pathway
DLL1,positive regulation of cell population proliferation
DLL1,positive regulation of endocytosis
DLL1,positive regulation of skeletal muscle tissue growth
DLL1,positive regulation of sprouting angiogenesis
DLL1,positive regulation of transcription by RNA polymerase II
DLL1,protein binding
DLL1,proximal tubule development
DLL1,proximal/distal pattern formation
DLL1,regulation of blood pressure
DLL1,regulation of cell adhesion
DLL1,regulation of cell division
DLL1,regulation of growth
DLL1,regulation of neurogenesis
DLL1,regulation of skeletal muscle tissue growth
DLL1,regulation of somitogenesis
DLL1,regulation of vascular endothelial growth factor signaling pathway
DLL1,retina development in camera-type eye
DLL1,retina morphogenesis in camera-type eye
DLL1,scaffold protein binding
DLL1,skeletal muscle tissue growth
DLL1,skin epidermis development
DLL1,somite specification
DLL1,somitogenesis
DLL1,spinal cord development
DLL1,type B pancreatic cell development
DLX2,"DNA-binding transcription activator activity, RNA polymerase II-specific"
DLX2,DNA-binding transcription factor activity
DLX2,"DNA-binding transcription factor activity, RNA polymerase II-specific"
DLX2,"DNA-binding transcription factor activity, RNA polymerase II-specific"
DLX2,RNA polymerase II cis-regulatory region sequence-specific DNA binding
DLX2,brain development
DLX2,branching morphogenesis of a nerve
DLX2,cartilage development
DLX2,cell differentiation
DLX2,cerebral cortex GABAergic interneuron fate commitment
DLX2,chromatin
DLX2,chromatin
DLX2,chromatin binding
DLX2,embryo development
DLX2,embryonic cranial skeleton morphogenesis
DLX2,hippocampus development
DLX2,negative regulation of Notch signaling pathway
DLX2,negative regulation of oligodendrocyte differentiation
DLX2,negative regulation of photoreceptor cell differentiation
DLX2,negative regulation of transcription by RNA polymerase II
DLX2,odontogenesis of dentin-containing tooth
DLX2,olfactory bulb development
DLX2,positive regulation of amacrine cell differentiation
DLX2,positive regulation of cell differentiation
DLX2,positive regulation of transcription by RNA polymerase II
DLX2,protein binding
DLX2,proximal/distal pattern formation
DLX2,regulation of transcription by RNA polymerase II
DLX2,sequence-specific double-stranded DNA binding
DLX2,single-stranded RNA binding
DLX2,subpallium development
DLX3,DNA binding
DLX3,"DNA-binding transcription activator activity, RNA polymerase II-specific"
DLX3,DNA-binding transcription factor activity
DLX3,"DNA-binding transcription factor activity, RNA polymerase II-specific"
DLX3,"DNA-binding transcription factor activity, RNA polymerase II-specific"
DLX3,RNA polymerase II cis-regulatory region sequence-specific DNA binding
DLX3,blood vessel development
DLX3,cell differentiation
DLX3,chromatin
DLX3,chromatin
DLX3,chromatin binding
DLX3,embryo development
DLX3,epithelial cell differentiation
DLX3,odontoblast differentiation
DLX3,odontogenesis of dentin-containing tooth
DLX3,placenta development
DLX3,protein binding
DLX3,regulation of transcription by RNA polymerase II
DLX3,sequence-specific double-stranded DNA binding
DLX6,DNA-binding transcription factor activity
DLX6,"DNA-binding transcription factor activity, RNA polymerase II-specific"
DLX6,"DNA-binding transcription factor activity, RNA polymerase II-specific"
DLX6,RNA polymerase II cis-regulatory region sequence-specific DNA binding
DLX6,anatomical structure formation involved in morphogenesis
DLX6,cell differentiation
DLX6,chromatin
DLX6,chromatin
DLX6,embryo development
DLX6,embryonic limb morphogenesis
DLX6,epithelial cell differentiation
DLX6,head development
DLX6,inner ear morphogenesis
DLX6,nervous system development
DLX6,positive regulation of epithelial cell proliferation
DLX6,regulation of transcription by RNA polymerase II
DLX6,roof of mouth development
DLX6,sequence-specific double-stranded DNA binding
DLX6,skeletal system development
DMD,Z disc
DMD,actin binding
DMD,actin binding
DMD,cardiac muscle cell action potential
DMD,cardiac muscle contraction
DMD,cell surface
DMD,cell-substrate junction
DMD,cellular protein localization
DMD,cellular protein-containing complex assembly
DMD,costamere
DMD,cytoskeleton
DMD,cytoskeleton organization
DMD,cytosol
DMD,dystroglycan binding
DMD,dystrophin-associated glycoprotein complex
DMD,dystrophin-associated glycoprotein complex
DMD,dystrophin-associated glycoprotein complex
DMD,filopodium
DMD,filopodium membrane
DMD,lateral plasma membrane
DMD,maintenance of blood-brain barrier
DMD,membrane raft
DMD,muscle cell cellular homeostasis
DMD,muscle fiber development
DMD,muscle filament sliding
DMD,muscle organ development
DMD,myosin binding
DMD,negative regulation of peptidyl-cysteine S-nitrosylation
DMD,negative regulation of peptidyl-serine phosphorylation
DMD,neuron projection terminus
DMD,nitric-oxide synthase binding
DMD,peptide biosynthetic process
DMD,positive regulation of sodium ion transmembrane transporter activity
DMD,postsynaptic membrane
DMD,protein binding
DMD,protein-containing complex
DMD,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion
DMD,regulation of heart rate
DMD,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
DMD,regulation of ryanodine-sensitive calcium-release channel activity
DMD,regulation of skeletal muscle contraction
